OBJECTID,Feature Type,Feature Subtype,Feature Name,Administrative Unit Code,Administrative State,DESCRIPTION,WEB_LINK,PHOTO_TEXT,UNIT_NAME,SOURCE,WEB_DISPLAY,PHOTO_LINK,PHOTO_THUMB,GlobalID,Original_GlobalID,Latitude,Longitude,x,y
89516,4,Point of Interest,Fisher Allotment Public Access,IDI01000,ID,,,,,,YES,,,c2a0a4b1-8206-4863-a975-cfb04c56f2bd,{DAF60CBB-8661-484C-9339-B8B2C6A15A0E},43.88667016,-111.85731219,-111.857312195,43.8866701580001
89518,2,Boat Ramp,Little Drops Recreation Site,IDT03000,ID,,,,,,YES,,,8cab528e-6aac-4584-97b3-8f0e13b25a76,{9EE5A5FA-CF14-4106-B18D-7D91555D49D3},42.97924614,-114.42093692,-114.42093692,42.979246141
89519,4,Scenic Overlook,Three Pole Recreation Site,IDB01000,ID,,,,,,YES,,,4b5ec98d-d21d-4fde-9ca1-c7d1475965ab,{27A2A255-02D8-44BC-83EE-3D7D95BC10C0},43.24952,-116.37172,-116.37172,43.2495200000001
89521,3,Campsite - Primitive - Non Reservable - No Fee,Swan Falls Campground,IDB01100,ID,"Swan Falls is along the Snake River and meanders along the southern border of the Morley Nelson Snake River Birds of Prey National Conservation Area.  Enjoy spots for boating, camping, fishing, hiking, hunting, picnicking, and scenic viewing.",http://www.blm.gov/id/st/en/visit_and_play/places_to_see/morley_nelson_snake/swan_falls.html,,Morley Nelson Snake River Birds of Prey National,,YES,,https://c1.staticflickr.com/1/346/17926131223_a722efbe7b_m.jpg,fe841707-8330-4ffc-8817-9aacea81c2b6,{F6E80D1B-323E-44EA-ACA9-B5ECA3589079},43.26495,-116.40115,-116.404809209,43.278414567
89522,4,Scenic Overlook,King Mountain Hang Gliding,IDI01000,ID,,,,,,YES,,,9818a7d1-b484-47de-bb5d-b37041d95241,{F7634D70-28F7-4230-92FC-A8BEF120C430},43.75384683,-113.31441308,-113.314413081,43.7538468290001
89523,3,Campsite - Developed - Non Reservable - No Fee,Little Boulder Campground,IDI03000,ID,,,,,,YES,,,95666ad2-e7c7-4801-b8d7-f658f81472d6,{46AAC148-C517-4838-90C3-534417116460},44.08873604,-114.44504502,-114.445176841,44.0885913050001
89524,8,Parking Area,Winter Springs Site,IDT02000,ID,,,,,,YES,,,948ff627-bc86-4d03-a30a-9aa1a44c7fc6,{F899D082-5F73-4449-A0A5-1C10CAA33D4A},42.09849495,-114.51198626,-114.511986264,42.09849495
89525,5,Toilet,Lower Blackrock Toilet,IDI02000,ID,,,,,,YES,,,9d7254f0-df1b-4806-b100-5ec8cf65d74c,{5ECE6D6C-754A-4A79-9727-6F8F190334DB},42.81490793,-112.33057426,-112.330574261,42.8149079290001
89526,4,Picnic Area,North Fork Recreation Site,IDB01000,ID,,,,,,YES,,,867b6d41-8c06-497f-81a4-7e6e6c893b09,{00B8D485-6148-4020-8881-8025DCEC3412},44.79080078,-116.14261711,-116.142617105,44.790800776
89527,2,Boat Launch,Blackwell Island Recreation Site,IDC01000,ID,,,,,,YES,,,b26e3a08-86e2-40ef-b6b2-a827a7417276,{EC292FEC-42DE-4F96-BCC0-9EA05383486B},47.68533758,-116.80596411,-116.805964107,47.6853375840001
89528,3,Campsite - Primitive - Non Reservable - No Fee,Summit Creek Campground,IDI03000,ID,,,,,,YES,,,51ceb8c8-d5fe-40d7-9093-96ccc5624b30,{BB4FE0AC-8C84-4F09-B174-368AE52DE04D},44.27434454,-113.45583158,-113.455831581,44.274344539
89529,2,Boat Launch,Henry's Lake - Boat Access,IDI01000,ID,,,,,,YES,,,5fcad3ac-dfcf-4059-8800-122641576641,{09E78747-45FB-4941-A7E5-377913F1FA80},44.61559082,-111.41725178,-111.417251784,44.6155908170001
