OBJECTID,Facility Type,Facility Name,Park Name,Park Region,DATA SOURCE,CREATE_DATE,DATA CREATOR EDITOR,SITEID,COMMENTS,GlobalID,x,y
1,Boat Ramp,Campground West Side Area,Ackley Lake,4,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,282450,Aligned with NAIP imagery and Park Manager notes,43f012d4-d18c-4f34-aebd-29de947ea33c,-12238726.5216527,5934984.55435055
2,Picnic Shelter,Campground East Side Area,Ackley Lake,4,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,282450,Aligned with NAIP imagery and Park Manager notes,560b7c89-cee4-44d6-8954-ffd838bdecd9,-12238046.1524752,5935419.9919286
3,Boat Ramp,Campground East Side Area,Ackley Lake,4,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,282450,Aligned with NAIP imagery and Park Manager notes,4e555315-1855-4575-8397-ad5e5d3b956a,-12237557.6243459,5934628.83630525
4,Visitor Information Kiosk,,Anaconda Smoke Stack,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,280918,,7f26ca71-ed41-4c65-a004-df405136245c,-12571467.2608231,5800106.40798537
5,Interpretive Exhibit,,Anaconda Smoke Stack,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,280918,,3cf8a628-f273-4e66-ab56-6e75257d6efc,-12571436.7456712,5800109.24039491
6,Parking,,Anaconda Smoke Stack,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,280918,,bb3ba622-e543-40a6-b53b-5bd6e1fa231e,-12571483.8432952,5800106.12306238
7,Campground (Utilities Unavailable),Vigilante,Bannack,3,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,281798,Created for Map Display,5979d73b-6e87-49fa-a720-b4b00e1fc737,-12579597.5009051,5647491.84802304
8,Fee Collection Station,Vigilante Campground Area,Bannack,3,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,281798,Digitized from NAIP imagery and Park Manager notes,88764165-88d0-473a-aca5-38d7445431b3,-12579558.6702892,5647516.59313241
9,Campground (Utilities Unavailable),Road Agent,Bannack,3,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,281798,Aligned with NAIP imagery and Park Manager notes,a80f9d7e-87ef-47e1-9603-41e0f35d6634,-12579320.1359037,5647173.06946783
10,Fee Collection Station,Road Agent Area,Bannack,3,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,281798,Digitized from NAIP imagery and Park Manager notes,a3505d49-d04c-4389-b50e-e30798c47db6,-12579351.5993476,5647143.42030069
11,Restroom (Vault),Group Use Area,Bannack,3,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,281798,Aligned with NAIP imagery and Park Manager notes,4bd30d18-5692-41ea-915b-93dccdcc00f7,-12579185.7803996,5646878.01009568
12,Picnic Shelter,,Bannack,3,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,281798,Digitized from NAIP imagery and Park Manager notes,5c1b5d71-9a35-407e-a449-2b09efe4645c,-12579173.1160043,5646861.97074959
13,Teepee,,Beavertail Hill,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,280871,Aligned with NAIP imagery and Park Manager notes,40064ed6-ec47-4d99-acfe-5d8be799065b,-12643131.5105995,5896563.52845627
14,Teepee,,Beavertail Hill,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,280871,Aligned with NAIP imagery and Park Manager notes,eacd1874-1218-4a48-8d41-d48e593e0bf5,-12643106.1466427,5896595.29372913
15,Visitor Information Kiosk,,Beavertail Hill,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,280871,Aligned with NAIP imagery and Park Manager notes,c7064a9f-8d69-4070-94fa-644596b06bf4,-12643152.2845335,5896487.82541344
16,Water (Potable),,Beavertail Hill,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,280871,Aligned with NAIP imagery and Park Manager notes,53806a70-508e-4b48-8b47-1763c2e33510,-12643148.4642075,5896470.66498903
17,Restroom (Flush),,Beavertail Hill,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,280871,Aligned with NAIP imagery and Park Manager notes,a43788c1-e0b4-4b6d-86de-f4d1115cf455,-12643052.8775151,5896446.6535455
18,Disposal Station,,Beavertail Hill,2,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,280871,Digitized from NAIP imagery and Park Manager notes,53448017-f096-47ce-9064-45da6db019e8,-12643175.7059452,5896552.26243108
19,Amphitheatre,,Beavertail Hill,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,280871,Aligned with NAIP imagery and Park Manager notes,43836a8b-159d-4ff9-aabd-f79ffbaa856a,-12642992.0276094,5896399.12970353
20,Boat Ramp,Unimproved hand-launch only,Beavertail Hill,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,280871,Aligned with NAIP imagery and Park Manager notes,9ddf63da-0535-44c0-a329-cb356afc0c8a,-12642883.6832583,5896819.61007621
21,Restroom (Vault),,Beavertail Hill,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,280871,Aligned with NAIP imagery and Park Manager notes,6217fbe5-abfd-4a65-9faa-bbe490b1527e,-12643004.2599182,5896662.76288275
22,Water (Potable),,Beavertail Hill,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,280871,Aligned with NAIP imagery and Park Manager notes,f94d1653-7633-4737-8608-6565cc935b79,-12643010.2558033,5896656.3978115
23,Boat Ramp,,Black Sandy,4,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,281944,,b60a957e-6547-467e-acd8-da37f22ad391,-12455117.8323324,5900624.62257269
24,Dock,,Black Sandy,4,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,281944,,a96c14f9-0d8e-405e-a4a0-f6ed8a18ecd4,-12455094.279993,5900628.31870618
25,Dock,,Black Sandy,4,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,281944,,c37b942b-9ec3-4291-8c68-fb672c57f10d,-12455096.5834742,5900606.47861662
26,Park Host,,Black Sandy,4,point_features_kiosks2006 layer,3/18/2016 12:00:00 AM,HANSEN,281944,Aligned with NAIP imagery and Park Manager notes,0b0f9ef0-3d5d-44c3-92a4-1325c846b1c8,-12455158.4282559,5900591.59860165
27,Restroom (Flush),Comfort Station,Black Sandy,4,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,281944,,84abb55b-ac85-486a-9bce-a2f2f341ef85,-12455172.9116131,5900670.30636311
28,Boat Slip,,Black Sandy,4,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,281944,,4b7a25c6-f544-424f-b32d-b4891926130d,-12455132.333669,5900764.22799377
29,Visitor Information Kiosk,,Black Sandy,4,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,281944,,dbca497c-71ef-43ec-839a-e1dc5ce61b5a,-12455122.8668883,5900646.02523438
30,RV Dump Station,,Black Sandy,4,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,281944,,17bcccff-4fea-4e1f-b175-9eaa5dc8fea5,-12455387.149754,5900448.60326969
31,Campground (Utilities Available),,Black Sandy,4,point_features_kiosks2006 layer,3/18/2016 12:00:00 AM,HANSEN,281944,Created for map display,93e9c782-a2d1-495f-98e9-155924ef48de,-12455106.6424725,5900504.24579207
32,Campground (Utilities Available),,Black Sandy,4,point_features_kiosks2006 layer,3/18/2016 12:00:00 AM,HANSEN,281944,Created for map display,17942abd-ebda-4c7e-a5c2-6f528cc6e72f,-12455155.5833117,5900812.45091213
33,Historic Building,Chief Plenty Coups' House NHL,Chief Plenty Coups,5,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283264,,adb59cf8-0740-4d1b-8d16-2428fbb38187,-12083525.8428677,5689094.03913431
34,Museum,Visitor Center,Chief Plenty Coups,5,point_features_kiosks2006 layer,3/18/2016 12:00:00 AM,HANSEN,283264,Attribute Update: Facility Name,a849883b-cc78-4734-8c0f-bc247a60015a,-12083579.0361876,5688923.42074131
35,Residence,Park Manager Residence,Chief Plenty Coups,5,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283264,,4ff632a6-38f9-432b-b8fd-e3feb6f0c91d,-12083775.6874531,5688986.28074609
36,Historic Site,Chief Plenty Coups' Grave Site,Chief Plenty Coups,5,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283264,,80377be9-1c75-42fe-a6f1-854225a657be,-12083694.8244103,5689293.02753406
37,Playground,Group Use Area,Chief Plenty Coups,5,point_features_kiosks2006 layer,3/18/2016 12:00:00 AM,HANSEN,283264,Attribute Update: Facility Name,94297136-dc41-4220-8e43-f0c98273b6f4,-12083747.0861964,5689202.07660313
38,Restroom (Vault),,Clark'S Lookout,3,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,281963,Aligned with NAIP imagery and Park Manager notes,ca5cf65a-a57e-4ee9-8d82-518675776fc9,-12538247.0555723,5658681.50401232
39,Visitor Information Kiosk,,Clark'S Lookout,3,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,281963,Aligned with NAIP imagery and Park Manager notes,9d808121-756f-4b6a-a053-73ccdb344d5d,-12538250.761892,5658656.42553333
40,Interpretive Exhibit,,Clark'S Lookout,3,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,281963,Aligned with NAIP imagery and Park Manager notes,2e02582a-92c8-466b-9df4-feb7d32f1782,-12538301.5548256,5658519.18052671
41,Sitting Area,,Clark'S Lookout,3,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,281963,Digitized from NAIP imagery and Park Manager notes,07bb9854-3a6f-4650-bbdb-85737bab04c5,-12538254.3188543,5658541.23371252
42,Parking,,Clark'S Lookout,3,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,281963,Aligned with NAIP imagery and Park Manager notes,ac11c38f-c685-49ad-ad0c-4783e050f23b,-12538241.7738055,5658641.14367491
43,Fee Collection Station,,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,,e1b279a3-d307-478f-ac53-84207168b46f,-12159490.064573,5690906.49957111
44,Fish Cleaning Station,,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,,a08cdbe4-c409-45c4-b1bc-acd8d06e2706,-12159439.8576647,5690995.6587046
45,Boat Ramp,,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,,ce30f2e7-5a9b-4803-b11c-b78e48accd86,-12159296.0826641,5690956.61763962
46,Campground Host,,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,,50f47bcc-d20e-4cca-96c2-17c1c9d6d727,-12159537.2275866,5691082.24497143
47,Restroom (Vault),,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,Verify restroom type (Flush or Vault),66d8cba4-0cf9-450c-a690-c2de7f6f6547,-12159315.451313,5691023.3670399
48,Restroom (Vault),,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,Verify restroom type (Flush or Vault),ff94b323-e8e1-470c-bff3-cd33db044b58,-12159688.6682245,5691191.37243583
49,Fee Collection Station,,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,,674868d4-2544-4bc1-8967-30a0fba385ed,-12157476.4928683,5691159.61749298
50,Restroom (Vault),,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,,d33f89f2-53d6-4ce6-8c35-b18b1829839f,-12157273.8627224,5691203.3139101
51,Park Office,,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,,b68ec4d1-9343-40d3-8e15-b8b5e9188e57,-12156710.754493,5691323.69150182
52,Campground (Utilities Available),,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,Verify campground type (Utilities or not),0fb4b65d-f1a6-4179-9e66-e086f500aa96,-12156552.6887941,5691565.35397931
53,Restroom (Vault),,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,Verify restroom type (Flush or Vault),528b6c8b-a0d0-4a47-b279-71c0f9b1f523,-12156527.1923307,5691502.01285088
54,Shower,,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,,bcd068bb-bb65-4865-8ff2-c068cbfa96ca,-12156479.5101369,5691624.93108454
55,Boat Ramp,,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,,a9d903cf-ab57-4d19-a804-006055b81a7c,-12156481.017858,5691879.99924267
56,Restroom (Vault),,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,Verify restroom type (Flush or Vault),d0f357d1-883b-4f12-8cd4-bc4a563e035d,-12156333.0509659,5691942.07319998
57,Restroom (Vault),,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,Verify restroom type (Flush or Vault),c8974a59-cca8-4d21-ba04-e2e10cdfb05c,-12156479.4252825,5692956.27661792
58,Interpretive Exhibit,,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,,5d18104e-fd25-43c9-b0b6-713bcaaede47,-12156494.0990809,5692946.40440161
59,Restroom (Vault),,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,Verify restroom type (Flush or Vault),36492e63-0ed6-45c3-91aa-4be51be2642e,-12157082.9968425,5692910.85053686
60,Boat Ramp,,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,,53273d1e-f3ec-42e1-bc83-c8e23e9bb61a,-12157383.5907529,5692580.77831237
61,Sitting Area,,Lone Pine,1,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,280065,,8bc7b63f-3c0f-4d2f-844c-1601258c14ff,-12727771.7204792,6137033.72791633
62,Sitting Area,,Lone Pine,1,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,280065,,ec358633-0150-417c-b2c8-3490790c0eaa,-12728072.5903583,6136588.23895352
63,Restroom (Vault),,Lost Creek,3,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280851,Aligned with NAIP imagery and Park Manager notes,4a2d9f55-8c10-4972-922d-1c9de3d9ae05,-12577775.0597026,5812834.14301094
64,Restroom (Vault),,Lost Creek,3,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280851,Aligned with NAIP imagery and Park Manager notes,dfe60f03-eb7c-47e0-a326-49f382eade29,-12578520.9951835,5813038.24927112
65,Water (Potable),,Lost Creek,3,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280851,Aligned with NAIP imagery and Park Manager notes,92eab28f-f341-40dd-8f38-880e5ffc30a9,-12579425.4552691,5813892.2950407
66,Restroom (Vault),,Lost Creek,3,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280851,Aligned with NAIP imagery and Park Manager notes,a5a68fa9-a036-4aa1-abc9-0486dc7edf58,-12579486.8864746,5813960.77315468
67,Visitor Information Kiosk,,Lost Creek,3,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280851,Aligned with NAIP imagery and Park Manager notes,312af74a-a5b0-4212-9b1e-7f79bc2f4032,-12579565.3998196,5814014.88033748
68,Restroom (Vault),,Lost Creek,3,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280851,Aligned with NAIP imagery and Park Manager notes,0bc9b592-4ad4-42f4-a2bc-78293887dbde,-12579558.2651918,5814029.72848304
69,Fee Collection Station,,Madison Buffalo Jump,3,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281935,Aligned with NAIP imagery and Park Manager notes,00d8542c-a6c8-4edf-b6ed-be82d6cf4f8e,-12409011.9945903,5747459.9933472
70,Visitor Information Kiosk,,Madison Buffalo Jump,3,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281935,Aligned with NAIP imagery and Park Manager notes,82368be0-72a4-423a-b14f-f486247ef88d,-12409012.1482194,5747455.25704447
71,Parking,,Madison Buffalo Jump,3,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281935,Aligned with NAIP imagery and Park Manager notes,26399668-3e02-4cb7-a4b2-d5a6a5a621a9,-12408991.9867867,5747505.95302757
72,Restroom (Vault),,Madison Buffalo Jump,3,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281935,Aligned with NAIP imagery and Park Manager notes,769c25f4-cee3-4b38-912e-f594622982ab,-12409006.407573,5747479.21601007
73,Parking,,Madison Buffalo Jump,3,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281935,Aligned with NAIP imagery and Park Manager notes,cc0f3561-9e6b-41b0-890b-c9308e8ad6f3,-12409036.0841846,5747471.55053345
74,Interpretive Pavillion,,Madison Buffalo Jump,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,281935,,85a77636-9919-4d79-9c74-ae7672845271,-12408599.1571897,5747277.46934063
75,Campground (Utilities Unavailable),Diane Gabrial Campground,Makoshika,5,point_features_kiosks2006 layer,3/14/2016 12:00:00 AM,HANSEN,283890,Aligned with NAIP imagery and Park Manager notes,e86d404d-bbc3-4d52-9773-632124666624,-11654701.0012041,5954401.70698594
76,Folf Course,Buccaneer Trailhead area,Makoshika,5,point_features_kiosks2006 layer,3/14/2016 12:00:00 AM,HANSEN,283890,Aligned with NAIP imagery and Park Manager notes,99a1fe99-263a-40a1-8fe0-3c3af2c79314,-11654946.5511037,5955273.16325294
77,Visitor Center,Park Visitor Center area,Makoshika,5,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283890,,f22711f9-54f7-4d99-83ba-5e4f7a0a4c39,-11655859.6240689,5956740.58695688
78,Parking,Park Visitor Center area,Makoshika,5,point_features_kiosks2006 layer,3/14/2016 12:00:00 AM,HANSEN,283890,Aligned with NAIP imagery and Park Manager notes,9fce18d4-6553-4b20-8393-5f7f6fcc12bb,-11655837.5785262,5956685.3549269
79,Visitor Information Kiosk,Park Visitor Center area,Makoshika,5,point_features_kiosks2006 layer,3/14/2016 12:00:00 AM,HANSEN,283890,Aligned with NAIP imagery and Park Manager notes,41c1eb4d-f853-43b9-8cd3-0599701ee0fc,-11655821.5174409,5956681.70835682
80,Amphitheatre,Amphitheater Trailhead area,Makoshika,5,point_features_kiosks2006 layer,3/14/2016 12:00:00 AM,HANSEN,283890,Aligned with NAIP imagery and Park Manager notes,703c1e7b-ad8b-4684-8ce1-3f522904b36e,-11652178.8719511,5952498.38846679
81,Campground (Primitive),Pine On Rocks,Makoshika,5,point_features_kiosks2006 layer,3/14/2016 12:00:00 AM,HANSEN,283890,Aligned with NAIP imagery and Park Manager notes,44959b80-ca5f-4fd1-8f54-6d73a35a4733,-11651283.7318609,5951503.60190364
82,Backcountry Camp,Artist Vista,Makoshika,5,point_features_kiosks2006 layer,3/14/2016 12:00:00 AM,HANSEN,283890,Aligned with NAIP imagery and Park Manager notes,3ff12228-a4ab-4de6-9dca-5fd430ef08a1,-11648062.655301,5948140.48281003
83,Scenic Viewpoint,Sand Creek Overlook,Makoshika,5,point_features_kiosks2006 layer,3/14/2016 12:00:00 AM,HANSEN,283890,Aligned with NAIP imagery and Park Manager notes,7be64505-1e07-42cd-bc00-8c2eb56c4307,-11647904.5668976,5945718.27919171
84,Restroom (Vault),,Medicine Rocks,5,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283951,,b6f05f1a-8198-4a80-9916-ac376ad94b3d,-11630529.4408539,5787045.62734364
85,Group Use Picnic Area,,Medicine Rocks,5,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283951,,70875b4e-bd6e-4d67-bee3-b62fea252e2c,-11630145.2622127,5787003.91804977
86,Restroom (Vault),,Medicine Rocks,5,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283951,,cf8e3cdd-8892-485d-8350-35298ff5c62b,-11630106.9725767,5786939.26618776
87,Restroom (Vault),,Medicine Rocks,5,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283951,,6b50a2d1-d9f0-4fc0-bfae-e28c7eb4b6a6,-11629929.4129767,5787230.34477272
88,Visitor Information Kiosk,,Medicine Rocks,5,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283951,,0cafc43d-eed4-4592-bbb5-bc43e4a96f46,-11628281.2596126,5787665.17005831
89,Water (Potable),,Medicine Rocks,5,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283951,,d537f094-8bc3-446c-b88d-1941caece638,-11628260.8459077,5787668.63070347
90,Boat Ramp,,Missouri Headwaters,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,281910,,c2ebf5f6-7eff-4a48-b141-2231d3d7b245,-12411079.7945837,5770743.73474067
91,Scenic Viewpoint,River Vista,Missouri Headwaters,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,281910,,b18a8723-13bf-4d4e-9467-bf83f73eb077,-12411587.350322,5769971.46937133
92,Picnic Area,,Missouri Headwaters,3,point_features_kiosks2006 layer,3/14/2016 12:00:00 AM,HANSEN,281910,Aligned with NAIP imagery and Park Manager notes,072c414f-9168-4dd8-86ab-2c197cb0bcc9,-12411311.1187308,5769876.86742848
93,Restroom (Vault),,Missouri Headwaters,3,point_features_kiosks2006 layer,3/14/2016 12:00:00 AM,HANSEN,281910,Aligned with NAIP imagery and Park Manager notes,e790a8f3-432a-4d2d-a259-5f69569a32de,-12411398.5599749,5769799.27952236
94,Interpretive Exhibit,,Missouri Headwaters,3,point_features_kiosks2006 layer,3/14/2016 12:00:00 AM,HANSEN,281910,Aligned with NAIP imagery and Park Manager notes,f2e76da1-52cb-4152-9b95-74403f7e5564,-12411493.0710781,5769742.36240244
95,Parking,,Missouri Headwaters,3,point_features_kiosks2006 layer,3/14/2016 12:00:00 AM,HANSEN,281910,Aligned with NAIP imagery and Park Manager notes,31e702fa-e172-4a02-9e33-2abe07bb85ba,-12412452.6495573,5768507.05087818
96,Visitor Information Kiosk,Park Office Area,Missouri Headwaters,3,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281910,Aligned with NAIP imagery and Park Manager notes,7cdec403-17c0-48aa-b0c3-2385a012fdd9,-12412138.7639526,5767595.63817118
97,Park Office,,Missouri Headwaters,3,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281910,Aligned with NAIP imagery and Park Manager notes,90a06f38-9f5e-489d-9c7b-4cf99f7a0927,-12412135.9569052,5767563.23939465
98,Restroom (Vault),,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,Verify restroom type (Flush or Vault),c8bd369e-3a2c-48f9-b4ca-3181997576e3,-12157434.6294326,5692591.01288377
99,Campground Host,,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,,c0707eee-4cac-4eff-bb54-0b1144d1f29c,-12157721.8182451,5692618.17527013
100,Visitor Information Kiosk,,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,,cc79bd0f-c85d-4afc-9f4b-0652d77e450a,-12157467.8076234,5692628.74077504
101,Restroom (Vault),,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,Verify restroom type (Flush or Vault),41ce15a3-d5b3-4a06-ba5e-3dba0a956aad,-12157888.6661579,5692537.33297524
102,Fee Collection Station,,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,,17c54e07-52f0-4de8-a3e9-bf8946c268d8,-12157781.4202883,5692545.29911248
103,Campground (Utilities Available),,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,Verify campground type (Utilities or not),6ad55f55-1f5f-48cc-9acc-1696ebf57621,-12159911.2328884,5691214.02998696
104,Campground (Utilities Available),,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,Verify campground type (Utilities or not),32b2539e-36a2-4e9d-b473-16782210bea8,-12158953.1786369,5690374.69331187
105,Restroom (Vault),,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,Verify restroom type (Flush or Vault),b221d1f7-c75f-4f34-998e-95d78b72aafb,-12158964.9349812,5690383.50059718
106,Campground (Utilities Available),,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,Verify campground type (Utilities or not),7e065a5a-dd35-4b4d-8d61-3a1c78e10e3c,-12157179.8225578,5691198.15493191
107,Campground (Utilities Available),,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,Verify campground type (Utilities or not),56e5a908-7f82-4144-b950-ba1bf6b22cb3,-12157840.4127433,5692557.09432079
108,Visitor Information Kiosk,,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,,a3d37595-be43-43d5-9a79-44f2a2e347ea,-12156510.5937371,5691760.85324246
109,Visitor Information Kiosk,,Cooney,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283293,,24c38082-55ad-41c5-b9a3-601dbb7e003a,-12159495.5216988,5690893.01311792
110,Restroom (Vault),,Council Grove,2,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,280907,Verify restroom type (Flush or Vault),44fad9d7-160c-4947-932a-0ddb7aa211df,-12707670.7678657,5927949.34583121
111,Visitor Information Kiosk,,Council Grove,2,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,280907,,9136e57c-fa72-46ea-a6f6-1d09d1f56c84,-12707665.4030323,5927913.7057699
112,Water (Potable),,Council Grove,2,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,280907,Verify water type (potable or not-potable),f12542ea-554e-4057-bc8c-c5642e91f018,-12707700.8877439,5927918.38133073
