OBJECTID,Facility Type,Facility Name,Park Name,Park Region,DATA SOURCE,CREATE_DATE,DATA CREATOR EDITOR,SITEID,COMMENTS,GlobalID,x,y
395,Campsite,3,Wayfarers,1,campsites_isr4671 layer,3/21/2016 12:00:00 AM,HANSEN,280159,Aligned with NAIP imagery and Park Manager notes,1647ae59-c9f9-4c28-ada0-da7e8853fc2d,-12699447.6288951,6115715.05509684
396,Campsite,5,Wayfarers,1,campsites_isr4671 layer,3/21/2016 12:00:00 AM,HANSEN,280159,Aligned with NAIP imagery and Park Manager notes,2ca6f820-2be4-45cf-90b5-6684885dd221,-12699453.536774,6115733.16231202
397,Campsite,7,Wayfarers,1,campsites_isr4671 layer,3/21/2016 12:00:00 AM,HANSEN,280159,Aligned with NAIP imagery and Park Manager notes,1d710d72-7b1c-49ce-9b91-cc04a40f7922,-12699532.8386621,6115740.24135559
398,Campsite,8,Wayfarers,1,campsites_isr4671 layer,3/21/2016 12:00:00 AM,HANSEN,280159,Aligned with NAIP imagery and Park Manager notes,5059726b-073f-4638-a6ca-28421c785a5e,-12699578.9875765,6115741.61909973
399,Campsite,9,Wayfarers,1,campsites_isr4671 layer,3/21/2016 12:00:00 AM,HANSEN,280159,Aligned with NAIP imagery and Park Manager notes,1bc2dfc0-3036-487e-af96-3b6efa0006ed,-12699510.0524309,6115707.32032206
400,Campsite,10,Wayfarers,1,campsites_isr4671 layer,3/21/2016 12:00:00 AM,HANSEN,280159,Aligned with NAIP imagery and Park Manager notes,605a55e3-a217-4014-a052-e6e8bdbc71e9,-12699537.3536794,6115715.46294069
401,Campground (Utilities Unavailable),,Missouri Headwaters,3,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281910,Aligned with NAIP imagery and Park Manager notes,38d564d6-47f5-49e5-ab12-9dedf1b713cc,-12412318.4820232,5767229.87442508
402,Restroom (Vault),,Missouri Headwaters,3,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281910,Aligned with NAIP imagery and Park Manager notes,78f03ed7-6394-479c-87df-2bce4ea44a36,-12412341.9768864,5767163.70406972
403,Fee Collection Station,,Missouri Headwaters,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,281910,,b8abd9a2-af7e-49c0-a3b8-14cdb35f2106,-12411980.0348369,5767591.89416717
404,Restroom (Vault),,Missouri Headwaters,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,281910,<Null>,faa3dbeb-26df-4dee-86c4-a5e8aaec865c,-12411974.4348433,5767539.8986202
405,Boat Ramp,,Painted Rocks,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,2006 KIOSK CONSULTANT,280864,Aligned with NAIP imagery and Park Manager notes,c847f1ea-ddb2-4a44-abd2-4d47ea43da5f,-12724028.4122097,5729674.46999831
406,Restroom (Vault),,Painted Rocks,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,2006 KIOSK CONSULTANT,280864,Aligned with NAIP imagery and Park Manager notes,f55dd709-d47d-4f41-b62a-036a55c51ab6,-12723941.6455905,5729642.98505057
407,Campground (Utilities Unavailable),,Painted Rocks,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,2006 KIOSK CONSULTANT,280864,Aligned with NAIP imagery and Park Manager notes,7aee36dd-a4c6-4b43-83c9-a1338f99463c,-12723891.4988849,5729697.8605451
408,Picnic Shelter,,Painted Rocks,2,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,280864,,6091f68b-8c82-444d-a19a-b2290496686e,-12724002.8871136,5729528.78606436
409,Visitor Information Kiosk,,Painted Rocks,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,2006 KIOSK CONSULTANT,280864,Aligned with NAIP imagery and Park Manager notes,be609c99-bdb1-47a8-be97-2e667e0114ef,-12723953.4276423,5729430.87047271
410,Picnic Shelter,,Painted Rocks,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,2006 KIOSK CONSULTANT,280864,Aligned with NAIP imagery and Park Manager notes,03a042b9-7f90-4d76-ab0a-75296e0ee717,-12724040.7010288,5729429.92817245
411,Parking,,Painted Rocks,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,2006 KIOSK CONSULTANT,280864,Aligned with NAIP imagery and Park Manager notes,133c04d8-e5fc-4558-9142-a53450766abe,-12724008.3048412,5729407.39580663
412,Restroom (Vault),,Painted Rocks,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,2006 KIOSK CONSULTANT,280864,Aligned with NAIP imagery and Park Manager notes,462ad807-f502-46da-a5d3-92d154488580,-12724025.0284726,5729381.36708491
413,Campground (Utilities Unavailable),,Painted Rocks,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,2006 KIOSK CONSULTANT,280864,Aligned with NAIP imagery and Park Manager notes,c9075829-8b6b-4f2d-b948-519b6f8922cc,-12724029.4695154,5729310.62835438
414,Picnic Area,,Pictograph Cave,5,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,283286,Aligned with NAIP imagery and Park Manager notes,17388592-6596-4c60-b56c-24831c567bb9,-12070576.5960058,5738333.40091711
415,Visitor Information Kiosk,,Pictograph Cave,5,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283286,,8701902e-ee24-49ca-981b-1dc2fe717767,-12070645.2149501,5738311.16526544
416,Water (Potable),,Pictograph Cave,5,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283286,Verify water type (potable or not-potable),c7aef038-98ca-4fd0-8564-61bfdae77eb5,-12070699.089904,5738310.109726
417,Restroom (Vault),,Pictograph Cave,5,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,283286,Aligned with NAIP imagery and Park Manager notes,cc9b9000-5d25-4e65-87ed-452d55773d47,-12070619.2166069,5738328.90450706
418,Museum,,Pictograph Cave,5,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,283286,Aligned with NAIP imagery and Park Manager notes,92839f0f-4f99-4027-8457-f1bc7b033f89,-12070694.719263,5738307.85042345
419,Sitting Area,,Pirogue Island,5,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283962,,32ef5069-ad55-4d71-b1ad-66ede759f28c,-11778874.0601663,5851416.3256446
420,Sitting Area,,Pirogue Island,5,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283962,,986e2fa3-fe48-42e6-aef6-dba4497ff422,-11780169.8441812,5850271.52614978
421,Sitting Area,,Pirogue Island,5,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283962,,ee895957-0d44-46c4-a5fb-3d759a59331b,-11779717.6116514,5851269.2242871
422,Campsite,7,Placid Lake,2,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,280895,Verify campground type (Utilities or not),9314a074-43c8-4a82-8836-80e1b2b381b1,-12635217.9569307,5961657.02650615
423,Campground (Utilities Available),,Placid Lake,2,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,280895,Verify campground type (Utilities or not),160be113-725d-4895-98f8-c7b7eefd117a,-12634915.0198405,5961406.87245384
424,Parking,Main Park Entrance,Rosebud Battlefield,5,point_features_kiosks2006 layer,3/18/2016 12:00:00 AM,HANSEN,283981,Aligned with NAIP imagery and Park Manager notes,03b9d9e8-e586-4146-b49b-78112ab1019b,-11908250.9140102,5656029.94948786
425,Interpretive Exhibit,Main Park Entrance,Rosebud Battlefield,5,DIGITIZED,3/18/2016 12:00:00 AM,HANSEN,283981,Digitized from NAIP imagery and Park Manager notes,749ba5e2-eb6f-4e52-b9ba-59f6bd7941de,-11908269.0494123,5656061.69639992
426,Restroom (Vault),Main Park Entrance,Rosebud Battlefield,5,point_features_kiosks2006 layer,3/18/2016 12:00:00 AM,HANSEN,283981,Aligned with NAIP imagery and Park Manager notes,3fdef774-b827-44c3-9566-9f6c13c29dc9,-11908248.9401424,5656057.02426719
427,Dock,Courtesy Dock - 10 minute limit,Salmon Lake,2,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,280904,Digitized from NAIP imagery and Park Manager notes,94ee9e65-cf6f-4e37-9ece-390515fede37,-12623014.0702573,5956173.74097205
428,Boat Ramp,,Salmon Lake,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,280904,Aligned with NAIP imagery and Park Manager notes,0b233663-2414-4e48-a535-d5f598c5eba5,-12623001.6777694,5956160.43180627
429,Picnic Area,,Salmon Lake,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,280904,Aligned with NAIP imagery and Park Manager notes,99c5cab7-fe6a-4e25-8cab-7b442befe28d,-12622999.5636238,5956352.83047001
430,Swimming Area,,Salmon Lake,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,280904,Aligned with NAIP imagery and Park Manager notes,2bc99dbd-85a0-49d2-a127-d4ad33bad93d,-12623017.8072465,5956489.33293609
431,Restroom (Flush),Comfort Station,Salmon Lake,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,280904,Aligned with NAIP imagery and Park Manager notes,fa9d8028-633b-48b3-ba17-3875c7cff81d,-12623325.4938524,5957132.31857578
432,Shower,,Salmon Lake,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,280904,Aligned with NAIP imagery and Park Manager notes,ac24737a-a4f4-480c-b8d9-1b49d371b765,-12623322.5805192,5957125.83658233
433,Scenic Viewpoint,Overlook Trailhead Area,Sluice Boxes,4,point_features_kiosks2006 layer,5/28/2016 12:00:00 AM,HANSEN,282818,Aligned with NAIP imagery and Park Manager notes,8e2b15dc-42f8-4c02-9ee6-612e414315a7,-12350222.9183046,5974656.9872759
434,Picnic Area,,Spring Meadow Lake,4,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281949,Aligned with NAIP imagery and Park Manager notes,d4c6c4a2-27c7-42cb-ae5a-7858ccebd07e,-12476096.7458204,5878984.08704576
435,Picnic Shelter,,Spring Meadow Lake,4,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281949,Aligned with NAIP imagery and Park Manager notes,3503be42-4045-413b-bb1f-4f2f59d2da32,-12476144.3210686,5879093.82763135
436,Picnic Shelter,,Spring Meadow Lake,4,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281949,Aligned with NAIP imagery and Park Manager notes,20a1e59b-8791-4719-8e4b-e41edec56942,-12476114.227463,5879132.43165156
437,Picnic Shelter,,Spring Meadow Lake,4,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281949,Aligned with NAIP imagery and Park Manager notes,0c1145d9-b767-4bce-9d0b-4c4137c7c452,-12476077.1080468,5879135.01605264
438,Dry Dock,Marina - Campers Point,Tongue River Reservoir,5,point_features_kiosks2006 layer,3/18/2016 12:00:00 AM,HANSEN,283967,Updated attribute: Facility Name,b9d7b043-8e0e-42d2-bc5f-b3cdc9c0fc4d,-11888340.7980044,5637480.58006303
439,Campground (Utilities Available),Electric - Campers Point South,Tongue River Reservoir,5,point_features_kiosks2006 layer,3/18/2016 12:00:00 AM,HANSEN,283967,Created for map display,907a8de7-4b0e-4bc7-a435-23afbd9982d9,-11888088.6334218,5636701.42502476
440,Campground (Utilities Available),Electric - Campers Point North,Tongue River Reservoir,5,point_features_kiosks2006 layer,3/18/2016 12:00:00 AM,HANSEN,283967,Created for map display,c1d8c229-54fe-4773-96f6-78e0dae3bcbb,-11887858.9561635,5637193.23457744
441,Parking,,Tower Rock,4,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,6844284,Aligned with NAIP imagery and Park Manager notes,d5209ed3-3c47-434b-87ad-85a48d118792,-12446629.8172473,5972907.37351271
442,Interpretive Exhibit,,Tower Rock,4,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,6844284,Aligned with NAIP imagery and Park Manager notes,7872f839-8eda-45bc-a9a9-9cbed4c9e134,-12446641.8811881,5972864.25796887
443,Parking,,Travelers' Rest,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,2233810,Aligned with NAIP imagery and Park Manager notes,0bbb3a47-acbb-458b-87ff-239776048603,-12700273.9991692,5901822.7903284
444,Restroom (Vault),,Travelers' Rest,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,2233810,Aligned with NAIP imagery and Park Manager notes,0bced719-9b40-4ac2-bcb2-2a3a8f746e1e,-12700268.9370495,5901807.06800153
445,Scenic Viewpoint,Travelers' Rest Overlook,Travelers' Rest,2,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,2233810,Digitized from NAIP imagery and Park Manager notes,f6bfe839-133f-4d15-a8c0-1f54a21eeb97,-12700228.8842518,5901283.69539995
446,Restroom (Vault),,Travelers' Rest,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,2233810,Aligned with NAIP imagery and Park Manager notes,907f60cb-b7bf-4f35-95e9-358a6605ff8e,-12700198.7728683,5901149.22151323
447,Group Use Shelter,,Travelers' Rest,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,2233810,Aligned with NAIP imagery and Park Manager notes,e5697724-24ce-4145-a5ab-d4a3e4361015,-12700230.9255507,5901216.71371128
448,Visitor Information Kiosk,,Travelers' Rest,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,2233810,Aligned with NAIP imagery and Park Manager notes,8f079ab2-2d5b-41e8-b5e9-40e8d474836a,-12700285.1602293,5901817.49946591
449,Parking,,First Peoples Buffalo Jump,4,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,282807,,6ff690ff-473d-49a2-b654-f4771c63b39b,-12415566.1413381,6022505.82316152
450,Parking,,First Peoples Buffalo Jump,4,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,282807,Aligned with NAIP imagery and Park Manager notes,2a8ec7c9-27ff-49b9-af25-f4a02f927b88,-12414842.1490334,6020629.98603779
451,Restroom (Flush),,First Peoples Buffalo Jump,4,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,282807,Aligned with NAIP imagery and Park Manager notes,8e558b45-0747-41eb-87d8-13600a2b9445,-12414877.5481375,6020702.09379727
452,Visitor Information Kiosk,,First Peoples Buffalo Jump,4,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,282807,Aligned with NAIP imagery and Park Manager notes,8edbd149-a16b-47bd-932a-3bb4dfe632ae,-12415730.4527983,6022087.81055102
453,Interpretive Exhibit,,First Peoples Buffalo Jump,4,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,282807,Aligned with NAIP imagery and Park Manager notes,327ac75f-4417-46b2-a27d-8d8d11dc1fa1,-12415752.8928451,6022108.18479203
454,Parking,,First Peoples Buffalo Jump,4,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,282807,Aligned with NAIP imagery and Park Manager notes,aee5fb23-5e86-4f8c-9a35-e4ffa1825854,-12415734.8742661,6022112.79889357
455,Restroom (Vault),,First Peoples Buffalo Jump,4,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,282807,Aligned with NAIP imagery and Park Manager notes,17311cd4-1a5e-4f78-9547-fbfd1ea29d06,-12415721.4755685,6022091.49887098
456,Boat Ramp,,Whitefish Lake,1,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280100,Aligned with NAIP imagery and Park Manager notes,aa80776d-5c86-4dbc-895b-8067b18f4de1,-12731966.9057289,6178083.2271287
457,Restroom (Flush),,Whitefish Lake,1,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280100,Aligned with NAIP imagery and Park Manager notes,02d0e493-1b8c-4142-ae82-7901d19a9fd0,-12731829.1072259,6177937.85418501
458,Restroom (Flush),Comfort Station,Whitefish Lake,1,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280100,Aligned with NAIP imagery and Park Manager notes,fb75138c-c84e-4971-b64e-69d791f8ed4b,-12731698.4581688,6177801.48895804
459,Shower,Comfort Station,Whitefish Lake,1,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280100,Aligned with NAIP imagery and Park Manager notes,45ef820f-f1c5-40e4-b0f5-a0558be5789a,-12731698.9826965,6177810.06171333
460,Picnic Shelter,,Whitefish Lake,1,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280100,Aligned with NAIP imagery and Park Manager notes,40181f96-f90b-4bee-b803-09fb5e3498d9,-12731764.0524014,6177997.77104224
461,Swimming Area,,Whitefish Lake,1,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280100,Aligned with NAIP imagery and Park Manager notes,0b8460e6-36de-4dac-b596-1ddcfde2614e,-12731801.6541891,6178032.234061
462,Campground Host,,Whitefish Lake,1,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280100,Aligned with NAIP imagery and Park Manager notes,523fa73a-ee13-4ddd-9e5d-7a1ac0928d04,-12731658.1915671,6177663.35889523
463,Fee Collection Station,,Whitefish Lake,1,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280100,Aligned with NAIP imagery and Park Manager notes,2cdc72f0-e77f-46c5-b10e-e8126832417d,-12731635.2444305,6177682.38873832
464,Visitor Contact Station,,Whitefish Lake,1,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280100,Aligned with NAIP imagery and Park Manager notes,68efe2de-b1a3-4217-9557-ee2244db22b3,-12731626.1124213,6177645.74226298
465,Visitor Information Kiosk,,Whitefish Lake,1,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280100,Aligned with NAIP imagery and Park Manager notes,34ddd38b-58bc-46f8-bb31-48c50cfed77b,-12731628.4625024,6177672.02514574
466,Historic Site,Bannack Cemetery,Bannack,3,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,281798,Aligned with NAIP imagery and Park Manager notes,1baa2e49-3675-4f8a-9c94-41b80e7b9dff,-12580803.8205086,5649001.54062887
467,Water (Potable),,Beavertail Hill,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,280871,Aligned with NAIP imagery and Park Manager notes,cf9c8e81-775b-4a09-9364-62f31a32b9ab,-12642998.4562249,5896391.98149236
468,Parking,Picnic Area A,Chief Plenty Coups,5,point_features_kiosks2006 layer,3/18/2016 12:00:00 AM,HANSEN,283264,Aligned with NAIP imagery and Park Manager notes,5a9134b9-c245-42e0-8655-a364cd14b278,-12083866.71133,5689165.85950396
469,Restroom (Vault),Group Use Area,Chief Plenty Coups,5,point_features_kiosks2006 layer,3/18/2016 12:00:00 AM,HANSEN,283264,Aligned with NAIP imagery and Park Manager notes,5590afc2-ce7b-4738-a382-5cbaadd7bda4,-12083759.6222971,5689150.89157439
470,Restroom (Vault),Picnic Area D,Chief Plenty Coups,5,point_features_kiosks2006 layer,3/18/2016 12:00:00 AM,HANSEN,283264,Attribute Update: Facility Name,8e5e2ebe-209b-47f3-a2c1-7bb1ab582e0d,-12083664.7366997,5689475.60120314
471,Visitor Information Kiosk,,Elkhorn,3,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,281892,,7d62fc42-1fae-4257-8ad7-17218a76e012,-12461778.8791653,5824572.96853959
472,Interpretive Exhibit,,Fort Owen,2,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,280846,Aligned with NAIP imagery and Park Manager notes,7bb0da59-22e9-4c96-aeb6-7823324b5e6e,-12701232.6517268,5864041.72174462
473,Parking,,Frenchtown Pond,2,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280880,Aligned with NAIP imagery and Park Manager notes,75460baa-39c0-4046-8699-b9553ab30171,-12719380.3903874,5946045.36254537
474,Water (Potable),,Frenchtown Pond,2,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280880,Aligned with NAIP imagery and Park Manager notes,da3e933b-07b0-4a0d-9696-21fd3bbf6a09,-12719301.5754911,5945993.82667143
475,Parking,,Frenchtown Pond,2,DIGITIZE,3/21/2016 12:00:00 AM,HANSEN,280880,Digitized from NAIP imagery and Park Manager notes,acf00293-f576-4bc5-9e5c-7cc3a33604f3,-12719212.9760396,5945993.37168275
476,Water (Potable),East Side,Frenchtown Pond,2,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280880,Aligned with NAIP imagery and Park Manager notes,92f63718-e71a-4d46-bc0a-bd22563b4590,-12718997.5912994,5945876.77303839
477,Parking,,Lake Elmo,5,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,283333,Aligned with NAIP imagery and Park Manager notes,f6f468ec-bce9-45cf-a381-7a22641db324,-12076191.6666165,5755401.12890234
478,Parking,,Lake Elmo,5,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,283333,Aligned with NAIP imagery and Park Manager notes,f620829b-4268-4bd5-b371-1c43c2315fe9,-12075565.9982906,5755117.93686922
479,Parking,,Lake Elmo,5,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,283333,,5b463b9c-be82-492c-9e21-16485f523651
480,Campground (Utilities Available),,Logan,1,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280148,Aligned with NAIP imagery and Park Manager notes,a2e5031d-72f5-429b-9142-1413763e07fe,-12809084.812161,6112253.78469109
481,Playground,,Logan,1,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280148,Aligned with NAIP imagery and Park Manager notes,830cc75c-0c87-486d-b2cb-e194e4f113a7,-12809259.892768,6112311.84970621
482,Visitor Information Kiosk,,Pirogue Island,5,point_features_kiosks2006 layer,3/14/2016 12:00:00 AM,HANSEN,283962,Aligned with NAIP imagery and Park Manager notes,f6b6fae8-1539-4ab9-84a2-cb806b67424f,-11780190.1476325,5851210.5945751
483,Parking,,Pirogue Island,5,point_features_kiosks2006 layer,3/14/2016 12:00:00 AM,HANSEN,283962,Aligned with NAIP imagery and Park Manager notes,b78447a9-7d5d-4301-88b0-5ca612365bb7,-11780202.2544395,5851219.65722925
484,Visitor Information Kiosk,Evans-Riceville Trailhead Area,Sluice Boxes,4,point_features_kiosks2006 layer,5/28/2016 12:00:00 AM,HANSEN,282818,Aligned with NAIP imagery and Park Manager notes,30d48528-f617-49e4-8342-a1140936fd2d,-12349186.9742211,5976776.08077803
485,Campground (Utilities Available),,Whitefish Lake,1,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280100,Created for map display,3654e4fb-5ff2-46db-a169-f20d0fe198a1,-12731650.1198396,6177853.55250979
486,Parking,,Whitefish Lake,1,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280100,Aligned with NAIP imagery and Park Manager notes,91614db3-fc1d-4191-9ce2-060363e2d091,-12731788.2054547,6177954.42998601
487,Parking,,Big Arm,1,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280041,Aligned with NAIP imagery and Park Manager notes,d700319b-28c4-40bf-baf7-439a077b5363,-12724969.8361973,6075575.61731341
488,Restroom (Vault),,Big Arm,1,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280041,Aligned with NAIP imagery and Park Manager notes,1f0c7d9b-db80-4daa-97df-b1ae7355bf3c,-12725047.0766653,6075640.37257581
489,Restroom (Vault),,Big Arm,1,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280041,Aligned with NAIP imagery and Park Manager notes,8fe29c20-4fcf-4ac0-9a72-bd19d1ddfebd,-12724849.5574642,6075721.78454162
490,Campground Host,,Big Arm,1,DIGITIZED,3/21/2016 12:00:00 AM,HANSEN,280041,Digitized from NAIP imagery and Park Manager notes,f34e03da-26e3-48fb-9d26-b05ddf147a32,-12725163.5625405,6075438.99455688
491,Campsite,15,Finley Point,1,campsites_isr4671 layer,3/21/2016 12:00:00 AM,HANSEN,280032,Aligned with NAIP imagery and Park Manager notes,acd36538-afa9-4b1e-aafb-899bb3ef13cb,-12699923.904245,6066162.70582747
492,Picnic Shelter,,Spring Meadow Lake,4,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281949,Aligned with NAIP imagery and Park Manager notes,4c1e6493-642f-47b6-a89d-01cd119edc90,-12475969.6277558,5879045.47244365
493,Restroom (Flush),,Spring Meadow Lake,4,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281949,Attribute Edit: Facilitiy Type,2ccf8aef-5eb3-4f97-8d58-9bf8f2c53df2,-12476154.8308494,5878990.58436167
494,Park Office,,Spring Meadow Lake,4,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281949,Aligned with NAIP imagery and Park Manager notes,7d0db0fc-e71f-49c2-8466-6ea13a264cd1,-12476160.6189836,5878993.86959908
495,Picnic Area,,Spring Meadow Lake,4,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281949,Aligned with NAIP imagery and Park Manager notes,7d8adff0-c0a0-4bce-87a5-7c1ac022e9a7,-12476280.178951,5878932.62070856
496,Picnic Area,,Spring Meadow Lake,4,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281949,Aligned with NAIP imagery and Park Manager notes,bd7d1733-9a75-4f98-85b0-c122de5f9b7a,-12476374.74689,5878895.5951653
497,Picnic Area,,Spring Meadow Lake,4,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281949,Aligned with NAIP imagery and Park Manager notes,ad1e8da0-672a-440b-a983-8f91f286edf9,-12476463.2586318,5878824.91709624
498,Picnic Area,,Spring Meadow Lake,4,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281949,Aligned with NAIP imagery and Park Manager notes,8360f018-425b-48d3-a707-e30afb2eaa79,-12476497.8969984,5878729.23588177
499,Miscellaneous Facility,MT Wild Center,Spring Meadow Lake,4,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281949,Aligned with NAIP imagery and Park Manager notes,cc12a55c-4b69-4dd1-8430-543b9475690d,-12476251.2132561,5878451.26463119
500,Visitor Information Kiosk,,Spring Meadow Lake,4,point_features_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,281949,Aligned with NAIP imagery and Park Manager notes,e048a351-248e-4230-b7f4-b79e5235d7d3,-12476200.346066,5878990.31687692
501,Restroom (Vault),Below the Dam,Tongue River Reservoir,5,DIGITIZE,3/18/2016 12:00:00 AM,HANSEN,283967,Digitized from NAIP imagery and Park Manager notes,9ed2727f-a32c-4104-81cd-a3b3a5e97af4,-11885367.2142421,5643397.04949285
502,Picnic Shelter,Sand Point,Tongue River Reservoir,5,DIGITIZE,3/18/2016 12:00:00 AM,HANSEN,283967,Digitized from NAIP imagery and Park Manager notes,e7a0eaf0-3cbc-4fea-a038-662c8e7368f7,-11886441.5824333,5638823.55835007
503,Picnic Shelter,Sand Point,Tongue River Reservoir,5,DIGITIZE,3/18/2016 12:00:00 AM,HANSEN,283967,Digitized from NAIP imagery and Park Manager notes,1f4301ad-1de8-4377-8424-c811e396ce9a,-11886424.1482307,5638776.28406834
